"dist_m","elevation_m","section","elv_chg_m","dist_chg_m","slope"
423768.26712315,1506.29895019531,"pct_sec_c6",-3.0439453125,47.2206618065302,-0.0368830593785061
423815.487784957,1503.79614257812,"pct_sec_c6",-2.50280761719,47.2206618065297,-0.0303397392655532
423862.708446764,1502.66906738281,"pct_sec_c6",-1.12707519531,47.2206618065402,-0.013672911523905
423909.92910857,1503.04565429688,"pct_sec_c6",0.376586914070003,47.2206618065297,0.00456926746668959
423957.149770377,1503.44006347656,"pct_sec_c6",0.394409179679997,47.2206618065302,0.0047855017375089
424004.370432183,1503.01892089844,"pct_sec_c6",-0.421142578119998,47.2206618065402,-0.00510985056874265
424051.59109399,1502.19250488281,"pct_sec_c6",-0.826416015630002,47.2206618065297,-0.0100263983173022
424098.811755796,1499.49792480469,"pct_sec_c6",-2.69458007812,47.2206618065302,-0.0326596051978314
424146.032417603,1496.22705078125,"pct_sec_c6",-3.27087402344,47.2206618065397,-0.0396242663008152
424193.253079409,1489.63903808594,"pct_sec_c6",-6.58801269531,47.2206618065302,-0.0794238057161666
424240.473741216,1483.26391601562,"pct_sec_c6",-6.37512207032,47.2206618065297,-0.0768884426124888
424287.694403022,1481.48510742188,"pct_sec_c6",-1.77880859374,47.2206618065402,-0.0215731955987681
424334.915064829,1474.49365234375,"pct_sec_c6",-6.99145507813,47.2206618065302,-0.0842198403557175
424382.135726635,1473.45849609375,"pct_sec_c6",-1.03515625,47.2206618065297,-0.0125581861933676
